titulo_oferta,empresa,ciudad,salario_raw,fecha_raw,modalidad_raw,descripcion_raw,url_oferta,fuente,fecha_publicacion,salario_usd,categoria_rol,clave_deduplicacion
"Operador de Plataformas autocargables ZETALENT Formación: Bachiller. Experiencia de 2 años en posiciones similares. Conocimientos técnicos en: equipos que se manejan en la construcción, gestión de inventarios, logística de transporte, manejo de documentos, excel o software logístico, CONDUCIR VEHÍCULOS DE 3.5 T. PREFERENTE EXPERIENCIA EN... Tiempo Completo Quito, Pichincha • 02/06/2026",,Quito,,02/06/2026,Tiempo Completo,"Operador de Plataformas autocargables ZETALENT Formación: Bachiller. Experiencia de 2 años en posiciones similares. Conocimientos técnicos en: equipos que se manejan en la construcción, gestión de inventarios, logística de transporte, manejo de documentos, excel o software logístico, CONDUCIR VEHÍCULOS DE 3.5 T. PREFERENTE EXPERIENCIA EN... Tiempo Completo Quito, Pichincha • 02/06/2026",https://ec.trabajosdiarios.com/trabajo/3047630/operador-de-plataformas-autocargables-en-pichincha,trabajosdiarios,2026-06-02,,Soporte Técnico,"operador de plataformas autocargables zetalent formación: bachiller. experiencia de 2 años en posiciones similares. conocimientos técnicos en: equipos que se manejan en la construcción, gestión de inventarios, logística de transporte, manejo de documentos, excel o software logístico, conducir vehículos de 3.5 t. preferente experiencia en... tiempo completo quito, pichincha • 02/06/2026||quito|trabajosdiarios"
"Tecnico de Seguridad Electronica Especialista en Honeywell vista COMPURED Empresa: COMPURED Ubicación: Guayaquil, Ecuador Modalidad: Presencial / Campo Descripción del Puesto Buscamos un Técnico de Seguridad Electrónica de Alto Nivel con experiencia real, comprobable y sólida en la configuración avanzada de sistemas de intrusión. Experiencia Mínima: 3 a 5... Tiempo Completo Guayaquil, Guayas • 02/06/2026",,Guayaquil,,02/06/2026,Tiempo Completo,"Tecnico de Seguridad Electronica Especialista en Honeywell vista COMPURED Empresa: COMPURED Ubicación: Guayaquil, Ecuador Modalidad: Presencial / Campo Descripción del Puesto Buscamos un Técnico de Seguridad Electrónica de Alto Nivel con experiencia real, comprobable y sólida en la configuración avanzada de sistemas de intrusión. Experiencia Mínima: 3 a 5... Tiempo Completo Guayaquil, Guayas • 02/06/2026",https://ec.trabajosdiarios.com/trabajo/3047615/tecnico-de-seguridad-electronica-especialista-en-honeywell-vista-en-guayas,trabajosdiarios,2026-06-02,,Data / BI,"tecnico de seguridad electronica especialista en honeywell vista compured empresa: compured ubicación: guayaquil, ecuador modalidad: presencial / campo descripción del puesto buscamos un técnico de seguridad electrónica de alto nivel con experiencia real, comprobable y sólida en la configuración avanzada de sistemas de intrusión. experiencia mínima: 3 a 5... tiempo completo guayaquil, guayas • 02/06/2026||guayaquil|trabajosdiarios"
"Asistente de compras quito ANDICALZADO S.A asistente de compras con 3 años de experiencia y Formación y Conocimientos Educación: Título técnico o universitario en Ingeniería Industrial, Administración de Empresas, Comercio Internacional o carreras afines. Materiales: Conocimiento profundo de cueros, sintéticos (PU, PVC), suelas (TPU, caucho, PU),... Por Contrato QUITO, Pichincha • 02/06/2026 $600,00 / Mensual",,quito,"$600,00",02/06/2026,Por Contrato,"Asistente de compras quito ANDICALZADO S.A asistente de compras con 3 años de experiencia y Formación y Conocimientos Educación: Título técnico o universitario en Ingeniería Industrial, Administración de Empresas, Comercio Internacional o carreras afines. Materiales: Conocimiento profundo de cueros, sintéticos (PU, PVC), suelas (TPU, caucho, PU),... Por Contrato QUITO, Pichincha • 02/06/2026 $600,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3047404/asistente-de-compras-quito-en-pichincha,trabajosdiarios,2026-06-02,600.0,Soporte Técnico,"asistente de compras quito andicalzado s.a asistente de compras con 3 años de experiencia y formación y conocimientos educación: título técnico o universitario en ingeniería industrial, administración de empresas, comercio internacional o carreras afines. materiales: conocimiento profundo de cueros, sintéticos (pu, pvc), suelas (tpu, caucho, pu),... por contrato quito, pichincha • 02/06/2026 $600,00 / mensual||quito|trabajosdiarios"
"Desarrollador de software Gemeseg cia ltda En GEMESEG buscamos incorporar un profesional en Sistemas o Desarrollo de Software con conocimientos en programación, automatización e inteligencia artificial. Funciones principales: • Desarrollo e integración de automatizaciones con IA • Programación de procesos y funciones automatizadas • Integración de... Tiempo Completo Sin experiencia Guayaquil, Guayas • 27/05/2026 $800,00 / Mensual",,Guayaquil,"$800,00",27/05/2026,Tiempo Completo,"Desarrollador de software Gemeseg cia ltda En GEMESEG buscamos incorporar un profesional en Sistemas o Desarrollo de Software con conocimientos en programación, automatización e inteligencia artificial. Funciones principales: • Desarrollo e integración de automatizaciones con IA • Programación de procesos y funciones automatizadas • Integración de... Tiempo Completo Sin experiencia Guayaquil, Guayas • 27/05/2026 $800,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3045351/desarrollador-de-software-en-guayas,trabajosdiarios,2026-05-27,800.0,Desarrollo de Software,"desarrollador de software gemeseg cia ltda en gemeseg buscamos incorporar un profesional en sistemas o desarrollo de software con conocimientos en programación, automatización e inteligencia artificial. funciones principales: • desarrollo e integración de automatizaciones con ia • programación de procesos y funciones automatizadas • integración de... tiempo completo sin experiencia guayaquil, guayas • 27/05/2026 $800,00 / mensual||guayaquil|trabajosdiarios"
"Asesor Comercial Quito ANDICALZADO S.A ¡ÚNETE A NUESTRO EQUIPO EN ANDICALZADO! CONVOCATORIA LABORAL: ASESOR COMERCIAL Para: Profesionales del Área Comercial y Ventas Tu Próximo Gran Reto Profesional En Andicalzado, líderes en la comercialización de calzado de alta calidad y distribuidores de las reconocidas Botas Westland,... Por Contrato Quito, Pichincha • 26/05/2026 $500,00 / Mensual",,Quito,"$500,00",26/05/2026,Por Contrato,"Asesor Comercial Quito ANDICALZADO S.A ¡ÚNETE A NUESTRO EQUIPO EN ANDICALZADO! CONVOCATORIA LABORAL: ASESOR COMERCIAL Para: Profesionales del Área Comercial y Ventas Tu Próximo Gran Reto Profesional En Andicalzado, líderes en la comercialización de calzado de alta calidad y distribuidores de las reconocidas Botas Westland,... Por Contrato Quito, Pichincha • 26/05/2026 $500,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3044625/asesor-comercial-quito-en-pichincha,trabajosdiarios,2026-05-26,500.0,QA / Testing,"asesor comercial quito andicalzado s.a ¡únete a nuestro equipo en andicalzado! convocatoria laboral: asesor comercial para: profesionales del área comercial y ventas tu próximo gran reto profesional en andicalzado, líderes en la comercialización de calzado de alta calidad y distribuidores de las reconocidas botas westland,... por contrato quito, pichincha • 26/05/2026 $500,00 / mensual||quito|trabajosdiarios"
"Asistente Contable NOVA MARKET NOMARKSA Descripción del puesto Nos encontramos en la búsqueda de un Asistente Contable altamente organizado y analítico, con sólidos conocimientos en procesos contables y financieros. El candidato ideal deberá garantizar el adecuado registro y control de operaciones contables, asegurando el cumplimiento... Por Contrato Guayaquil, Guayas • 18/05/2026 $482,00 / Mensual",,Guayaquil,"$482,00",18/05/2026,Por Contrato,"Asistente Contable NOVA MARKET NOMARKSA Descripción del puesto Nos encontramos en la búsqueda de un Asistente Contable altamente organizado y analítico, con sólidos conocimientos en procesos contables y financieros. El candidato ideal deberá garantizar el adecuado registro y control de operaciones contables, asegurando el cumplimiento... Por Contrato Guayaquil, Guayas • 18/05/2026 $482,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3040970/asistente-contable-en-guayas,trabajosdiarios,2026-05-18,482.0,Otros,"asistente contable nova market nomarksa descripción del puesto nos encontramos en la búsqueda de un asistente contable altamente organizado y analítico, con sólidos conocimientos en procesos contables y financieros. el candidato ideal deberá garantizar el adecuado registro y control de operaciones contables, asegurando el cumplimiento... por contrato guayaquil, guayas • 18/05/2026 $482,00 / mensual||guayaquil|trabajosdiarios"
"Asistente Contable/Sector El Recreo NOVA MARKET NOMARKSA Descripción del puesto Nos encontramos en la búsqueda de un Asistente Contable altamente organizado y analítico, con sólidos conocimientos en procesos contables y financieros. El candidato ideal deberá garantizar el adecuado registro y control de operaciones contables, asegurando el cumplimiento... Tiempo Completo Quito, Pichincha • 18/05/2026 $500,00 / Mensual",,Quito,"$500,00",18/05/2026,Tiempo Completo,"Asistente Contable/Sector El Recreo NOVA MARKET NOMARKSA Descripción del puesto Nos encontramos en la búsqueda de un Asistente Contable altamente organizado y analítico, con sólidos conocimientos en procesos contables y financieros. El candidato ideal deberá garantizar el adecuado registro y control de operaciones contables, asegurando el cumplimiento... Tiempo Completo Quito, Pichincha • 18/05/2026 $500,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3022176/asistente-contablesector-el-recreo-en-pichincha,trabajosdiarios,2026-05-18,500.0,Otros,"asistente contable/sector el recreo nova market nomarksa descripción del puesto nos encontramos en la búsqueda de un asistente contable altamente organizado y analítico, con sólidos conocimientos en procesos contables y financieros. el candidato ideal deberá garantizar el adecuado registro y control de operaciones contables, asegurando el cumplimiento... tiempo completo quito, pichincha • 18/05/2026 $500,00 / mensual||quito|trabajosdiarios"
"Programador de software y soporte técnico Fisoluciones Estamos en búsqueda de un Programador de Software y Soporte Técnico para integrarse a nuestro equipo de Desarrollo de Negocio y Tecnología Informática. La persona seleccionada será responsable de apoyar en el desarrollo, parametrización y soporte técnico de los sistemas... Tiempo Completo Quito, Pichincha • 14/05/2026 $900,00 / Mensual",,Quito,"$900,00",14/05/2026,Tiempo Completo,"Programador de software y soporte técnico Fisoluciones Estamos en búsqueda de un Programador de Software y Soporte Técnico para integrarse a nuestro equipo de Desarrollo de Negocio y Tecnología Informática. La persona seleccionada será responsable de apoyar en el desarrollo, parametrización y soporte técnico de los sistemas... Tiempo Completo Quito, Pichincha • 14/05/2026 $900,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3039953/programador-de-software-y-soporte-tecnico-en-pichincha,trabajosdiarios,2026-05-14,900.0,Soporte Técnico,"programador de software y soporte técnico fisoluciones estamos en búsqueda de un programador de software y soporte técnico para integrarse a nuestro equipo de desarrollo de negocio y tecnología informática. la persona seleccionada será responsable de apoyar en el desarrollo, parametrización y soporte técnico de los sistemas... tiempo completo quito, pichincha • 14/05/2026 $900,00 / mensual||quito|trabajosdiarios"
"Practicante de Edición de Video Nebbit SAS ¿Te apasiona editar videos y crear contenido visual que conecte con las personas? En Nebbit SAS estamos en búsqueda de un Practi­cante de Edición de Video para apoyar al departamento de marketing en la producción de piezas audiovisuales para redes... Prácticas / Becario Sin experiencia Quito, Pichincha • 11/05/2026",,Quito,,11/05/2026,Prácticas,"Practicante de Edición de Video Nebbit SAS ¿Te apasiona editar videos y crear contenido visual que conecte con las personas? En Nebbit SAS estamos en búsqueda de un Practi­cante de Edición de Video para apoyar al departamento de marketing en la producción de piezas audiovisuales para redes... Prácticas / Becario Sin experiencia Quito, Pichincha • 11/05/2026",https://ec.trabajosdiarios.com/trabajo/3037431/practicante-de-edicion-de-video-en-pichincha,trabajosdiarios,2026-05-11,,Data / BI,"practicante de edición de video nebbit sas ¿te apasiona editar videos y crear contenido visual que conecte con las personas? en nebbit sas estamos en búsqueda de un practi­cante de edición de video para apoyar al departamento de marketing en la producción de piezas audiovisuales para redes... prácticas / becario sin experiencia quito, pichincha • 11/05/2026||quito|trabajosdiarios"
"Soporte técnico y seguimiento de clientes Implementación sistemas Gk-innova Se requiere una persona proactiva, que tenga disponibilidad de viajar, que sepa desarrollo en software conocimiento en php, java, javascript base de datos postgresql, con conocimiento de software administrativo, financiero o afin, que viva por el sur recomendable, apoyo para... Tiempo Completo Ciudad de Esmeraldas, Esmeraldas • 10/05/2026 $550,00 / Mensual",,Esmeraldas,"$550,00",10/05/2026,Tiempo Completo,"Soporte técnico y seguimiento de clientes Implementación sistemas Gk-innova Se requiere una persona proactiva, que tenga disponibilidad de viajar, que sepa desarrollo en software conocimiento en php, java, javascript base de datos postgresql, con conocimiento de software administrativo, financiero o afin, que viva por el sur recomendable, apoyo para... Tiempo Completo Ciudad de Esmeraldas, Esmeraldas • 10/05/2026 $550,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3037669/soporte-tecnico-y-seguimiento-de-clientes-implementacion-sistemas-en-esmeraldas,trabajosdiarios,2026-05-10,550.0,Data / BI,"soporte técnico y seguimiento de clientes implementación sistemas gk-innova se requiere una persona proactiva, que tenga disponibilidad de viajar, que sepa desarrollo en software conocimiento en php, java, javascript base de datos postgresql, con conocimiento de software administrativo, financiero o afin, que viva por el sur recomendable, apoyo para... tiempo completo ciudad de esmeraldas, esmeraldas • 10/05/2026 $550,00 / mensual||esmeraldas|trabajosdiarios"
"Auxiliar de soporte técnico Fisoluciones Actividades: -Revisión de actividades de equipo técnico. -Soporte técnico -Coordinación técnica de cuadrillas para instalaciones y mantenimientos. -Control de tickets. Requisitos: -Tecnología o estudios universitarios en Sistemas, Redes, Telecomunicaciones o carreras afines. -Experiencia mínima de 1 año en soporte técnico.... Tiempo Completo Quito, Pichincha • 08/05/2026 $500,00 / Mensual",,Quito,"$500,00",08/05/2026,Tiempo Completo,"Auxiliar de soporte técnico Fisoluciones Actividades: -Revisión de actividades de equipo técnico. -Soporte técnico -Coordinación técnica de cuadrillas para instalaciones y mantenimientos. -Control de tickets. Requisitos: -Tecnología o estudios universitarios en Sistemas, Redes, Telecomunicaciones o carreras afines. -Experiencia mínima de 1 año en soporte técnico.... Tiempo Completo Quito, Pichincha • 08/05/2026 $500,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3037141/auxiliar-de-soporte-tecnico-en-pichincha,trabajosdiarios,2026-05-08,500.0,Soporte Técnico,"auxiliar de soporte técnico fisoluciones actividades: -revisión de actividades de equipo técnico. -soporte técnico -coordinación técnica de cuadrillas para instalaciones y mantenimientos. -control de tickets. requisitos: -tecnología o estudios universitarios en sistemas, redes, telecomunicaciones o carreras afines. -experiencia mínima de 1 año en soporte técnico.... tiempo completo quito, pichincha • 08/05/2026 $500,00 / mensual||quito|trabajosdiarios"
"AAA - Especialista en Proyectos Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Orellana • 04/05/2026",,Ecuador,,04/05/2026,Por Contrato,"AAA - Especialista en Proyectos Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Orellana • 04/05/2026",https://ec.trabajosdiarios.com/trabajo/3034802/aaa-especialista-en-proyectos-unity-en-orellana,trabajosdiarios,2026-05-04,,Otros,"aaa - especialista en proyectos unity centro de ayuda académica profesional convocatoria nacional – redactor académico - lengua y literatura caap – centro de ayuda académica profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... por contrato ecuador, orellana • 04/05/2026||ecuador|trabajosdiarios"
"AAA - Redactor Científico Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Napo • 04/05/2026",,Ecuador,,04/05/2026,Por Contrato,"AAA - Redactor Científico Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Napo • 04/05/2026",https://ec.trabajosdiarios.com/trabajo/3034799/aaa-redactor-cientifico-unity-en-napo,trabajosdiarios,2026-05-04,,Otros,"aaa - redactor científico unity centro de ayuda académica profesional convocatoria nacional – redactor académico - lengua y literatura caap – centro de ayuda académica profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... por contrato ecuador, napo • 04/05/2026||ecuador|trabajosdiarios"
"CAAP - Lengua y Literatura con Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Morona Santiago • 04/05/2026",,Ecuador,,04/05/2026,Por Contrato,"CAAP - Lengua y Literatura con Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Morona Santiago • 04/05/2026",https://ec.trabajosdiarios.com/trabajo/3034796/caap-lengua-y-literatura-con-unity-en-morona-santiago,trabajosdiarios,2026-05-04,,Otros,"caap - lengua y literatura con unity centro de ayuda académica profesional convocatoria nacional – redactor académico - lengua y literatura caap – centro de ayuda académica profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... por contrato ecuador, morona santiago • 04/05/2026||ecuador|trabajosdiarios"
"CAAP - Desarrollo Académico Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Manabí • 04/05/2026",,Ecuador,,04/05/2026,Por Contrato,"CAAP - Desarrollo Académico Unity Centro de Ayuda Académica Profesional CONVOCATORIA NACIONAL – REDACTOR ACADÉMICO - LENGUA Y LITERATURA CAAP – Centro de Ayuda Académica Profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en Latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... Por Contrato Ecuador, Manabí • 04/05/2026",https://ec.trabajosdiarios.com/trabajo/3034794/caap-desarrollo-academico-unity-en-manabi,trabajosdiarios,2026-05-04,,Otros,"caap - desarrollo académico unity centro de ayuda académica profesional convocatoria nacional – redactor académico - lengua y literatura caap – centro de ayuda académica profesional, empresa líder en el desarrollo y acompañamiento de proyectos de investigación académica en latinoamérica, continúa fortaleciendo su equipo de profesionales altamente capacitados y comprometidos... por contrato ecuador, manabí • 04/05/2026||ecuador|trabajosdiarios"
"Asistente Contable / Dpto. Financiero (Femenino) CONNETWORKS SA Empresa de Telecomunicaciones busca Asistente Contable Mujer para fortalecer su equipo financiero Requisitos: - Título en contabilidad o carrera afín. - Experiencia mínima de 1 año en contabilidad. - Manejo de facturación electrónica, retenciones y registros contables. - Conocimientos en... Tiempo Completo Guayaquil, Guayas • 29/06/2026",,Guayaquil,,29/06/2026,Tiempo Completo,"Asistente Contable / Dpto. Financiero (Femenino) CONNETWORKS SA Empresa de Telecomunicaciones busca Asistente Contable Mujer para fortalecer su equipo financiero Requisitos: - Título en contabilidad o carrera afín. - Experiencia mínima de 1 año en contabilidad. - Manejo de facturación electrónica, retenciones y registros contables. - Conocimientos en... Tiempo Completo Guayaquil, Guayas • 29/06/2026",https://ec.trabajosdiarios.com/trabajo/3058070/asistente-contable-dpto-financiero-femenino-en-guayas,trabajosdiarios,2026-06-29,,Data / BI,"asistente contable / dpto. financiero (femenino) connetworks sa empresa de telecomunicaciones busca asistente contable mujer para fortalecer su equipo financiero requisitos: - título en contabilidad o carrera afín. - experiencia mínima de 1 año en contabilidad. - manejo de facturación electrónica, retenciones y registros contables. - conocimientos en... tiempo completo guayaquil, guayas • 29/06/2026||guayaquil|trabajosdiarios"
"Ejecutivo Call Center con o sin experiencia SOCACE S.A. Compañía enfocada en la distribución y promoción de servicios, se encuentra contratando EJECUTIVO CALL CENTER, encargados de brindar atención telefónica, resolver dudas básicas, canalizar solicitudes y ofrecer un servicio cordial y eficiente. Horario laboral: • Lunes a viernes: 10:00 a... Tiempo Completo Sin experiencia GUAYAQUIL, Guayas • 26/06/2026 $500,00 / Mensual",,GUAYAQUIL,"$500,00",26/06/2026,Tiempo Completo,"Ejecutivo Call Center con o sin experiencia SOCACE S.A. Compañía enfocada en la distribución y promoción de servicios, se encuentra contratando EJECUTIVO CALL CENTER, encargados de brindar atención telefónica, resolver dudas básicas, canalizar solicitudes y ofrecer un servicio cordial y eficiente. Horario laboral: • Lunes a viernes: 10:00 a... Tiempo Completo Sin experiencia GUAYAQUIL, Guayas • 26/06/2026 $500,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3057620/ejecutivo-call-center-con-o-sin-experiencia-en-guayas,trabajosdiarios,2026-06-26,500.0,Otros,"ejecutivo call center con o sin experiencia socace s.a. compañía enfocada en la distribución y promoción de servicios, se encuentra contratando ejecutivo call center, encargados de brindar atención telefónica, resolver dudas básicas, canalizar solicitudes y ofrecer un servicio cordial y eficiente. horario laboral: • lunes a viernes: 10:00 a... tiempo completo sin experiencia guayaquil, guayas • 26/06/2026 $500,00 / mensual||guayaquil|trabajosdiarios"
"Programador Semi Senior con conocimiento en IA ALOHA ECUADOR Programador Semi Senior con conocimientos en Inteligencia Artificial Nos encontramos en la búsqueda de un Programador Semi Senior con conocimientos en Inteligencia Artificial, orientado al desarrollo de soluciones tecnológicas eficientes, escalables e innovadoras. La persona seleccionada será responsable de diseñar,... Por Contrato Quito, Pichincha • 26/06/2026",,ECUADOR,,26/06/2026,Por Contrato,"Programador Semi Senior con conocimiento en IA ALOHA ECUADOR Programador Semi Senior con conocimientos en Inteligencia Artificial Nos encontramos en la búsqueda de un Programador Semi Senior con conocimientos en Inteligencia Artificial, orientado al desarrollo de soluciones tecnológicas eficientes, escalables e innovadoras. La persona seleccionada será responsable de diseñar,... Por Contrato Quito, Pichincha • 26/06/2026",https://ec.trabajosdiarios.com/trabajo/3053646/programador-semi-senior-con-conocimiento-en-ia-en-pichincha,trabajosdiarios,2026-06-26,,Desarrollo de Software,"programador semi senior con conocimiento en ia aloha ecuador programador semi senior con conocimientos en inteligencia artificial nos encontramos en la búsqueda de un programador semi senior con conocimientos en inteligencia artificial, orientado al desarrollo de soluciones tecnológicas eficientes, escalables e innovadoras. la persona seleccionada será responsable de diseñar,... por contrato quito, pichincha • 26/06/2026||ecuador|trabajosdiarios"
"Técnico de Servicios Motores y Generadores SVF ECUADOR SA Empresa Multinacional dedicada a la distribución de motores de combustión interna en todas sus aplicaciones, venta de maquinaria pesada y afines busca: Técnico Mecánico de Motores para la ciudad de GUAYAQUIL Requisitos: • Bachiller técnico o tecnólogo en mecánica industrial,... Tiempo Completo Guayaquil, Guayas • 24/06/2026",,ECUADOR,,24/06/2026,Tiempo Completo,"Técnico de Servicios Motores y Generadores SVF ECUADOR SA Empresa Multinacional dedicada a la distribución de motores de combustión interna en todas sus aplicaciones, venta de maquinaria pesada y afines busca: Técnico Mecánico de Motores para la ciudad de GUAYAQUIL Requisitos: • Bachiller técnico o tecnólogo en mecánica industrial,... Tiempo Completo Guayaquil, Guayas • 24/06/2026",https://ec.trabajosdiarios.com/trabajo/3056615/tecnico-de-servicios-motores-y-generadores-en-guayas,trabajosdiarios,2026-06-24,,Soporte Técnico,"técnico de servicios motores y generadores svf ecuador sa empresa multinacional dedicada a la distribución de motores de combustión interna en todas sus aplicaciones, venta de maquinaria pesada y afines busca: técnico mecánico de motores para la ciudad de guayaquil requisitos: • bachiller técnico o tecnólogo en mecánica industrial,... tiempo completo guayaquil, guayas • 24/06/2026||ecuador|trabajosdiarios"
"Analista de TICs 3 ASTILLEROS NAVALES ECUATORIANOS- ASTINAVE EP- Nivel de Instrucción: Tercer Nivel Titulo Requerido: Si Área de Conocimiento: Sistemas Computacionales, Tiempo de Experiencia: Al menos 5 años Especificidad de la experiencia: Sistemas de programacion, diseño y manejo de plataformas informaticas de comunicaciones y tecnologicas, arquitectura de computadoras,... Tiempo Completo Guayaquil, Guayas • 23/06/2026 $1.676,00 / Mensual",,Guayaquil,"$1.676,00",23/06/2026,Tiempo Completo,"Analista de TICs 3 ASTILLEROS NAVALES ECUATORIANOS- ASTINAVE EP- Nivel de Instrucción: Tercer Nivel Titulo Requerido: Si Área de Conocimiento: Sistemas Computacionales, Tiempo de Experiencia: Al menos 5 años Especificidad de la experiencia: Sistemas de programacion, diseño y manejo de plataformas informaticas de comunicaciones y tecnologicas, arquitectura de computadoras,... Tiempo Completo Guayaquil, Guayas • 23/06/2026 $1.676,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3056256/analista-de-tics-3-en-guayas,trabajosdiarios,2026-06-23,1676.0,Otros,"analista de tics 3 astilleros navales ecuatorianos- astinave ep- nivel de instrucción: tercer nivel titulo requerido: si área de conocimiento: sistemas computacionales, tiempo de experiencia: al menos 5 años especificidad de la experiencia: sistemas de programacion, diseño y manejo de plataformas informaticas de comunicaciones y tecnologicas, arquitectura de computadoras,... tiempo completo guayaquil, guayas • 23/06/2026 $1.676,00 / mensual||guayaquil|trabajosdiarios"
"Vendedor Freelance con experiencia CORPORACION BRICKO STORE SAS Responsabilidades Prospección: Identificar y contactar a clientes potenciales (a través de llamadas, correos o redes sociales). Asesoría y negociación: Presentar los servicios, destacar su valor y resolver objeciones para cerrar el contrato. Gestión de clientes: Mantener una comunicación fluida, fidelizar... Por Horas / Freelance Quito, Pichincha • 22/06/2026 $1.000,00 / Mensual",,Quito,"$1.000,00",22/06/2026,Freelance,"Vendedor Freelance con experiencia CORPORACION BRICKO STORE SAS Responsabilidades Prospección: Identificar y contactar a clientes potenciales (a través de llamadas, correos o redes sociales). Asesoría y negociación: Presentar los servicios, destacar su valor y resolver objeciones para cerrar el contrato. Gestión de clientes: Mantener una comunicación fluida, fidelizar... Por Horas / Freelance Quito, Pichincha • 22/06/2026 $1.000,00 / Mensual",https://ec.trabajosdiarios.com/trabajo/3055487/vendedor-freelance-con-experiencia-en-pichincha,trabajosdiarios,2026-06-22,1000.0,Data / BI,"vendedor freelance con experiencia corporacion bricko store sas responsabilidades prospección: identificar y contactar a clientes potenciales (a través de llamadas, correos o redes sociales). asesoría y negociación: presentar los servicios, destacar su valor y resolver objeciones para cerrar el contrato. gestión de clientes: mantener una comunicación fluida, fidelizar... por horas / freelance quito, pichincha • 22/06/2026 $1.000,00 / mensual||quito|trabajosdiarios"
